订单号,订单重量(t),坯料钢种,订单直径(mm),订单定尺(mm),所有密度为9.86 g/cm^3
A20261957,45.892,C60,26.50 ,7000,
A20261958,53.664,C60,26.50 ,5900,
A20261959,154.060,C60,26.50 ,4400,
A20261960,104.160,C60,26.50 ,7000,
A20261961,70.960,C60,26.50 ,7000,
A20261962,153.940,C60,26.50 ,5900,
A20261963,137.720,C60,26.50 ,7000,
A20261964,62.740,C60,26.50 ,7000,
A20261965,33.480,C60,26.50 ,7000,
A20261966,39.840,C60,26.50 ,7000,
A20261967,69.129,C60,26.50 ,7000,
A20261968,39.614,C60,26.50 ,7000,
A20261969,95.980,C60,26.50 ,5900,
A20261970,62.670,C60,26.50 ,5900,
A20261971,40.074,C60,26.50 ,5900,
A20261972,46.075,C60,26.50 ,5900,
A20261973,51.570,C60,26.50 ,5900,
A20261974,97.080,C60,26.50 ,8050,
A20261975,51.566,C60,26.50 ,8050,
A20261976,63.170,C60,26.50 ,5900,
A20261977,33.413,C60,26.50 ,4900,
A20261978,40.798,C60,26.50 ,4900,
A20261979,33.040,C60,26.50 ,4900,
A20261980,105.000,C60,26.50 ,4900,
A20261981,33.200,C60,26.50 ,4900,
A20261982,105.000,C60,26.50 ,4900,
A20261983,33.214,C60,26.50 ,4900,
A20261984,105.146,C60,26.50 ,4900,
A20261985,45.147,C60,26.50 ,4900,
A20261986,99.707,C60,26.50 ,4900,
A20261987,46.090,C60,26.50 ,6100,
A20261988,33.644,C60,26.50 ,6100,
A20261989,83.320,C60,26.50 ,6100,
A20261990,58.028,C60,26.50 ,6100,
A20261991,45.707,C60,26.50 ,6100,
A20261992,51.711,C60,26.50 ,6100,
A20261993,36.289,C60,26.50 ,6100,
A20261994,58.493,C60,26.50 ,5060,
A20261995,36.924,C60,26.50 ,5060,
A20261996,107.694,C60,26.50 ,7240,
A20261997,45.892,C60,26.50 ,6100,
A20261998,58.312,C60,26.50 ,6100,
A20261999,58.484,C60,26.50 ,6100,
A20262000,103.540,C60,26.50 ,6100,
A20262001,38.129,C60,26.50 ,4900,
A20262002,76.757,C60,26.50 ,4900,
A20262003,33.373,C60,26.50 ,4900,
A20262004,46.048,C60,26.50 ,4900,
A20262005,33.632,C60,26.50 ,5600,
A20262006,77.126,C60,26.50 ,5600,
A20262007,66.812,C60,26.50 ,11400,
A20262008,45.058,C60,26.50 ,4900,
A20262009,45.524,C60,26.50 ,4900,
A20262010,51.655,C60,26.50 ,8280,
A20262011,39.709,C60,26.50 ,8280,
A20262012,54.140,C60,26.50 ,4900,
A20262013,136.400,C60,26.50 ,4900,
A20262014,78.992,C60,26.50 ,4900,
A20262015,78.988,C60,26.50 ,4900,
A20262016,136.780,C60,26.50 ,4900,
A20262017,136.720,C60,26.50 ,4500,
A20262018,120.148,C60,26.50 ,4500,
A20262019,136.940,C60,26.50 ,4700,
A20262020,136.680,C60,26.50 ,4900,
A20262021,152.920,C60,26.50 ,5150,
A20262022,54.144,C60,26.50 ,4900,
A20262023,78.852,C60,26.50 ,5360,
A20262024,37.672,C60,26.50 ,8230,
A20262025,39.432,C60,26.50 ,11050,
A20262026,45.892,C60,26.50 ,8400,
A20262027,50.033,C60,26.50 ,6780,
A20262028,87.104,C60,26.50 ,7960,
A20262029,41.787,C60,26.50 ,6840,
A20262030,99.499,C60,26.50 ,9000,
A20262031,58.281,C60,26.50 ,4800,
A20262032,50.012,C60,26.50 ,4800,
A20262033,52.275,C60,26.50 ,4800,
A20262034,33.544,C60,26.50 ,4800,
A20262035,51.350,C60,26.50 ,6300,
A20262036,27.353,C60,26.50 ,7650,
A20262037,54.625,C60,26.50 ,7650,
A20262038,36.892,C60,26.50 ,7650,
A20262039,37.664,C60,26.50 ,7650,
A20262040,69.440,C60,26.50 ,7650,
A20262041,33.260,C60,26.50 ,7650,
A20262042,48.940,C60,26.50 ,7650,
A20262043,30.494,C60,26.50 ,7650,
A20262044,45.730,C60,26.50 ,4800,
A20262045,146.070,C60,26.50 ,4800,
A20262046,46.120,C60,26.50 ,4800,
A20262047,43.080,C60,26.50 ,6900,
A20262048,48.630,C60,26.50 ,5800,
A20262049,24.370,C60,26.50 ,4300,
A20262050,33.630,C60,26.50 ,6900,
A20262051,108.215,C60,26.50 ,6900,
A20262052,95.764,C60,26.50 ,5800,
A20262053,133.020,C60,26.50 ,6900,
A20262054,133.200,C60,26.50 ,6900,
A20262055,33.476,C60,26.50 ,6900,
A20262056,48.450,C60,26.50 ,6900,
A20262057,103.450,C60,26.50 ,6900,
A20262058,140.920,C60,26.50 ,6900,
A20262059,32.450,C60,26.50 ,5800,
A20262060,76.805,C60,26.50 ,5800,
A20262061,62.065,C60,26.50 ,5800,
A20262062,33.773,C60,26.50 ,5800,
A20262063,41.060,C60,26.50 ,5800,
A20262064,46.520,C60,26.50 ,7950,
A20262065,46.094,C60,26.50 ,7950,
A20262066,51.340,C60,26.50 ,5800,
A20262067,45.320,C60,26.50 ,4800,
A20262068,153.780,C60,26.50 ,4800,
A20262069,54.128,C60,26.50 ,4800,
A20262070,41.780,C60,26.50 ,4800,
A20262071,37.676,C60,26.50 ,4800,
A20262072,70.688,C60,26.50 ,4800,
A20262073,87.172,C60,26.50 ,4800,
A20262074,74.879,C60,26.50 ,4800,
A20262075,65.319,C60,26.50 ,4800,
A20262076,91.223,C60,26.50 ,4800,
A20262077,33.544,C60,26.50 ,6000,
A20262078,126.000,C60,26.50 ,6000,
A20262079,114.240,C60,26.50 ,6000,
A20262080,54.224,C60,26.50 ,6000,
A20262081,51.350,C60,26.50 ,6000,
A20262082,45.576,C60,26.50 ,6000,
A20262083,33.322,C60,26.50 ,6000,
A20262084,39.389,C60,26.50 ,4960,
A20262085,45.308,C60,26.50 ,4960,
A20262086,75.452,C60,26.50 ,7140,
A20262087,39.482,C60,26.50 ,6000,
A20262088,45.452,C60,26.50 ,6000,
A20262089,33.572,C60,26.50 ,6000,
A20262090,45.336,C60,26.50 ,6000,
A20262091,39.386,C60,26.50 ,4800,
A20262092,57.380,C60,26.50 ,4800,
A20262093,33.482,C60,26.50 ,4800,
A20262094,46.694,C60,26.50 ,4800,
A20262095,33.647,C60,26.50 ,5500,
A20262096,51.326,C60,26.50 ,5500,
A20262097,61.683,C60,26.50 ,11300,
A20262098,26.261,C60,26.50 ,4800,
A20262099,59.324,C60,26.50 ,4800,
A20262100,39.533,C60,26.50 ,8180,
A20262101,33.572,C60,26.50 ,8180,
A20262102,33.260,C60,26.50 ,4800,
A20262103,51.760,C60,26.50 ,4800,
A20262104,39.536,C60,26.50 ,4800,
A20262105,33.424,C60,26.50 ,4800,
A20262106,41.950,C60,26.50 ,4800,
A20262107,45.330,C60,26.50 ,4400,
A20262108,33.428,C60,26.50 ,4400,
A20262109,57.872,C60,26.50 ,4600,
A20262110,39.533,C60,26.50 ,4800,
A20262111,33.422,C60,26.50 ,5050,
A20262112,33.422,C60,26.50 ,4800,
A20262113,80.240,C60,26.50 ,5260,
A20262114,25.133,C60,26.50 ,8130,
A20262115,46.660,C60,26.50 ,10950,
A20262116,46.600,C60,26.50 ,8300,
A20262117,61.840,C60,26.50 ,6680,
A20262118,56.740,C60,26.50 ,7860,
A20262119,135.420,C60,26.50 ,6740,
A20262120,134.926,C60,26.50 ,8900,
A20262121,130.721,C60,26.50 ,4900,
A20262122,39.039,C60,26.50 ,4900,
A20262123,79.896,C60,26.50 ,4900,
A20262124,90.084,C60,26.50 ,4900,
A20262125,61.936,C60,26.50 ,4900,
A20262126,64.482,C60,26.50 ,6400,
A20262127,39.002,C60,26.50 ,4900,
A20262128,112.568,C60,26.50 ,4900,
A20262129,56.732,C60,26.50 ,4900,
A20262130,28.754,C60,26.50 ,4900,
A20262131,114.366,C60,26.50 ,4500,
A20262132,46.360,C60,26.50 ,8150,
A20262133,59.060,C60,26.50 ,7200,
A20262134,96.920,C60,26.50 ,7080,
A20262135,26.687,C60,26.50 ,4900,
A20262136,33.098,C60,26.50 ,4900,
A20262137,48.892,C60,26.50 ,4900,
A20262138,37.064,C60,26.50 ,4900,
A20262139,62.680,C60,26.50 ,4900,
A20262140,37.675,C60,26.50 ,4900,
A20262141,37.800,C60,26.50 ,4900,
A20262142,29.494,C60,26.50 ,4900,
A20262143,46.418,C60,26.50 ,4900,
A20262144,60.510,C60,26.50 ,4900,
A20262145,76.224,C60,26.50 ,4900,
A20262146,60.719,C60,26.50 ,4900,
A20262147,27.976,C60,26.50 ,4900,
A20262148,72.589,C60,26.50 ,4900,
A20262149,27.976,C60,26.50 ,4900,
A20262150,97.500,C60,26.50 ,4900,
A20262151,26.650,C60,26.50 ,4900,
A20262152,52.715,C60,26.50 ,4900,
A20262153,71.940,C60,26.50 ,4900,
A20262154,36.766,C60,26.50 ,4900,
A20262155,34.546,C60,26.50 ,4900,
A20262156,86.782,C60,26.50 ,4900,
A20262157,32.774,C60,26.50 ,4900,
A20262158,75.254,C60,26.50 ,4900,
A20262159,46.094,C60,26.50 ,4900,
A20262160,33.647,C60,26.50 ,4900,
A20262161,54.112,C60,26.50 ,7400,
A20262162,46.412,C60,26.50 ,6600,
A20262163,65.321,C60,26.50 ,6300,
A20262164,44.660,C60,26.50 ,10900,
A20262165,130.680,C60,26.50 ,11000,
A20262166,48.682,C60,26.50 ,8970,
A20262167,103.638,C60,26.50 ,8970,
A20262168,96.864,C60,26.50 ,8100,
A20262169,40.109,C60,26.50 ,8780,
A20262170,46.408,C60,26.50 ,9340,
A20262171,28.610,C60,26.50 ,9340,
A20262172,54.563,C60,26.50 ,9340,
A20262173,61.989,C60,26.50 ,10000,
A20262174,61.891,C60,26.50 ,10060,
A20262175,139.600,C60,26.50 ,10060,
A20262176,36.230,C60,26.50 ,5300,
A20262177,33.804,C60,26.50 ,5300,
A20262178,46.408,C60,26.50 ,5200,
A20262179,71.620,C60,26.50 ,4900,
A20262180,110.366,C60,26.50 ,4900,
A20262181,52.990,C60,26.50 ,4900,
A20262182,40.174,C60,26.50 ,3800,
A20262183,59.138,C60,26.50 ,4600,
A20262184,97.304,C60,26.50 ,4900,
A20262185,33.884,C60,26.50 ,4900,
A20262186,40.259,C60,26.50 ,6000,
A20262187,46.086,C60,26.50 ,4900,
A20262188,38.245,C60,26.50 ,4900,
A20262189,28.706,C60,26.50 ,6400,
A20262190,66.236,C60,26.50 ,6400,
A20262191,84.780,C60,26.50 ,4900,
A20262192,65.671,C60,26.50 ,4900,
A20262193,31.382,C60,26.50 ,4900,
A20262194,46.612,C60,26.50 ,4900,
A20262195,39.475,C60,26.50 ,4900,
A20262196,37.101,C60,26.50 ,4900,
A20262197,33.424,C60,26.50 ,6400,
A20262198,71.976,C60,26.50 ,4900,
A20262199,45.888,C60,26.50 ,4900,
A20262200,39.720,C60,26.50 ,4901,
A20262201,150.020,C60,26.50 ,4901,
A20262202,57.944,C60,26.50 ,4901,
A20262203,82.739,C60,26.50 ,6400,
A20262204,71.568,C60,26.50 ,6400,
A20262205,96.845,C60,26.50 ,6400,
A20262206,65.412,C60,26.50 ,6400,
A20262207,53.005,C60,26.50 ,6400,
A20262208,45.372,C60,26.50 ,4900,
A20262209,57.872,C60,26.50 ,4900,
A20262210,65.727,C60,26.50 ,4900,
A20262211,36.210,C60,26.50 ,4900,
A20262212,36.198,C60,26.50 ,4900,
A20262213,61.072,C60,26.50 ,6400,
A20262214,76.028,C60,26.50 ,4900,
A20262215,72.024,C60,26.50 ,4900,
A20262216,57.650,C60,26.50 ,4900,
A20262217,45.500,C60,26.50 ,4900,
A20262218,40.130,C60,26.50 ,4500,
A20262219,81.840,C60,26.50 ,8150,
A20262220,61.584,C60,26.50 ,7200,
A20262221,71.210,C60,26.50 ,7080,
A20262222,96.020,C60,26.50 ,4900,
A20262223,91.270,C60,26.50 ,4900,
A20262224,58.952,C60,26.50 ,4900,
A20262225,74.228,C60,26.50 ,4900,
A20262226,86.440,C60,26.50 ,4900,
A20262227,131.800,C60,26.50 ,4900,
A20262228,64.595,C60,26.50 ,4900,
A20262229,33.786,C60,26.50 ,4900,
A20262230,53.984,C60,26.50 ,4900,
A20262231,41.950,C60,26.50 ,4900,
A20262232,78.446,C60,26.50 ,4900,
A20262233,46.664,C60,26.50 ,4900,
A20262234,53.030,C60,26.50 ,4900,
A20262235,135.680,C60,26.50 ,4900,
A20262236,29.492,C60,26.50 ,4900,
A20262237,46.094,C60,26.50 ,4900,
A20262238,81.841,C60,26.50 ,4900,
A20262239,40.759,C60,26.50 ,4900,
A20262240,36.389,C60,26.50 ,4900,
A20262241,27.288,C60,26.50 ,4900,
A20262242,71.784,C60,26.50 ,4900,
A20262243,63.973,C60,26.50 ,4900,
A20262244,93.761,C60,26.50 ,4900,
A20262245,36.486,C60,26.50 ,4900,
A20262246,47.933,C60,26.50 ,4900,
A20262247,54.563,C60,26.50 ,4900,
A20262248,24.904,C60,26.50 ,7400,
A20262249,55.157,C60,26.50 ,6600,
A20262250,36.212,C60,26.50 ,6300,
A20262251,41.216,C60,26.50 ,10900,
A20262252,36.344,C60,26.50 ,11000,
A20262253,36.344,C60,26.50 ,8970,
A20262254,36.105,C60,26.50 ,8970,
A20262255,41.180,C60,26.50 ,8100,
A20262256,51.170,C60,26.50 ,8780,
A20262257,78.491,C60,26.50 ,9340,
A20262258,135.755,C60,26.50 ,9340,
A20262259,84.860,C60,26.50 ,9340,
A20262260,33.476,C60,26.50 ,10000,
A20262261,39.620,C60,26.50 ,10060,
A20262262,46.120,C60,26.50 ,10060,
A20262263,70.160,C60,26.50 ,5300,
A20262264,59.282,C60,26.50 ,5300,
A20262265,45.848,C60,26.50 ,5200,
A20262266,41.650,C60,26.50 ,4900,
A20262267,41.458,C60,26.50 ,4900,
A20262268,45.740,C60,26.50 ,4900,
A20262269,74.370,C60,26.50 ,3800,
A20262270,97.004,C60,26.50 ,4600,
A20262271,46.382,C60,26.50 ,4900,
A20262272,82.300,C60,26.50 ,4900,
A20262273,33.416,C60,26.50 ,6000,
A20262274,51.813,C60,26.50 ,4900,
A20262275,33.286,C60,26.50 ,4900,
A20262276,33.600,C60,26.50 ,6400,
A20262277,33.484,C60,26.50 ,6400,
A20262278,27.346,C60,26.50 ,4900,
A20262279,53.030,C60,26.50 ,4900,
A20262280,71.648,C60,26.50 ,4900,
A20262281,77.927,C60,26.50 ,4900,
A20262282,96.868,C60,26.50 ,4900,
A20262283,78.208,C60,26.50 ,4900,
A20262284,74.370,C60,26.50 ,6400,
A20262285,37.676,C60,26.50 ,4900,
A20262286,29.446,C60,26.50 ,4900,
A20262287,29.446,C60,26.50 ,4901,
A20262288,45.932,C60,26.50 ,4901,
A20262289,33.566,C60,26.50 ,4901,
A20262290,52.815,C60,26.50 ,6400,
A20262291,33.853,C60,26.50 ,6400,
A20262292,46.476,C60,26.50 ,6400,
A20262293,52.795,C60,26.50 ,6400,
A20262294,46.648,C60,26.50 ,6400,
A20262295,71.536,C60,26.50 ,4900,
A20262296,71.536,C60,26.50 ,4900,
A20262297,82.110,C60,26.50 ,4900,
A20262298,45.328,C60,26.50 ,4900,
A20262299,33.273,C60,26.50 ,4900,
A20262300,63.837,C60,26.50 ,6400,
A20262301,45.573,C60,26.50 ,4900,
A20262302,46.576,C60,26.50 ,4900,
A20262303,52.915,C60,26.50 ,4900,
A20262304,46.572,C60,26.50 ,4900,
A20262305,52.913,C60,26.50 ,4500,
A20262306,71.944,C60,26.50 ,8150,
A20262307,33.226,C60,26.50 ,7200,
A20262308,87.494,C60,26.50 ,7080,
A20262309,33.190,C60,26.50 ,4900,
A20262310,93.190,C60,26.50 ,4900,
A20262311,33.240,C60,26.50 ,4900,
A20262312,93.340,C60,26.50 ,4900,
A20262313,33.200,C60,26.50 ,4900,
A20262314,69.180,C60,26.50 ,4900,
A20262315,39.220,C60,26.50 ,4900,
A20262316,26.052,C60,26.50 ,4900,
A20262317,33.267,C60,26.50 ,4900,
A20262318,69.440,C60,26.50 ,4900,
A20262319,39.320,C60,26.50 ,4900,
A20262320,26.093,C60,26.50 ,4900,
A20262321,33.200,C60,26.50 ,4900,
A20262322,81.093,C60,26.50 ,4900,
A20262323,26.035,C60,26.50 ,4900,
A20262324,45.200,C60,26.50 ,4900,
A20262325,33.254,C60,26.50 ,4900,
A20262326,39.246,C60,26.50 ,4900,
A20262327,75.280,C60,26.50 ,4900,
A20262328,39.240,C60,26.50 ,4900,
A20262329,33.186,C60,26.50 ,4900,
A20262330,39.260,C60,26.50 ,4900,
A20262331,33.227,Z30,23.00 ,4900,
A20262332,33.187,Z30,23.00 ,4900,
A20262333,33.320,Z30,23.00 ,4900,
A20262334,45.440,Z30,23.00 ,4900,
A20262335,71.668,Z30,23.00 ,7400,
A20262336,41.396,Z30,23.00 ,6600,
A20262337,81.784,Z30,23.00 ,6300,
A20262338,36.386,Z30,23.00 ,10900,
A20262339,31.324,Z30,23.00 ,11000,
A20262340,92.068,Z30,23.00 ,8970,
A20262341,76.805,Z30,23.00 ,8970,
A20262342,54.554,Z30,23.00 ,8100,
A20262343,54.554,Z30,23.00 ,8780,
A20262344,131.140,Z30,23.00 ,9340,
A20262345,37.804,Z30,23.00 ,9340,
A20262346,41.925,Z30,23.00 ,9340,
A20262347,58.026,Z30,23.00 ,10000,
A20262348,45.774,Z30,23.00 ,10060,
A20262349,34.036,Z30,23.00 ,10060,
A20262350,78.922,Z30,23.00 ,5300,
A20262351,78.918,Z30,23.00 ,5300,
A20262352,18.901,NP01,43.00 ,5200,
A20262353,50.744,NP01,43.00 ,4900,
A20262354,25.372,NP01,43.00 ,4900,
A20262355,30.435,NP01,43.00 ,4900,
A20262356,36.522,NP01,43.00 ,3800,
A20262357,25.524,NP01,43.00 ,4600,
A20262358,42.609,NP01,43.00 ,4900,
A20262359,12.167,NP01,43.00 ,4900,
A20262360,6.128,NP01,43.00 ,6000,
A20262361,37.206,NP01,43.00 ,4900,
A20262362,12.640,NP01,43.00 ,4900,
A20262363,6.319,NP01,43.00 ,6400,
A20262364,50.560,NP01,43.00 ,6400,
A20262365,63.200,NP01,43.00 ,4900,
A20262366,43.027,NP01,43.00 ,4900,
A20262367,12.253,NP01,43.00 ,4900,
A20262368,30.620,NP01,43.00 ,4900,
A20262369,15.320,NP01,43.00 ,4900,
A20262370,106.782,NP01,43.00 ,4900,
A20262371,24.638,NP01,43.00 ,6400,
A20262372,114.908,NP01,43.00 ,4900,
A20262373,114.700,NP01,43.00 ,4900,
A20262374,61.470,NP01,43.00 ,4901,
A20262375,53.270,NP01,43.00 ,4901,
A20262376,36.525,NP01,43.00 ,4901,
A20262377,30.370,NP01,43.00 ,6400,
A20262378,6.074,NP01,43.00 ,6400,
A20262379,12.976,NP01,43.00 ,6400,
A20262380,12.600,NP01,43.00 ,6400,
A20262381,116.200,NP01,43.00 ,6400,
A20262382,45.323,NP01,43.00 ,6400,
A20262383,95.094,NP01,43.00 ,4750,
A20262384,66.352,NP01,43.00 ,4900,
A20262385,24.364,NP01,43.00 ,6100,
A20262386,25.170,NP01,43.00 ,4550,
A20262387,82.784,NP01,43.00 ,5270,
A20262388,69.748,NP01,43.00 ,4900,
A20262389,114.225,NP01,43.00 ,4900,
A20262390,76.540,NP01,43.00 ,4900,
A20262391,6.089,NP01,43.00 ,4900,
A20262392,18.480,NP01,43.00 ,4900,
A20262393,75.360,NP01,43.00 ,4900,
A20262394,15.056,NP01,43.00 ,4900,
A20262395,42.196,NP01,43.00 ,6900,
A20262396,7.660,NP01,43.00 ,4150,
A20262397,23.046,NP01,43.00 ,4900,
A20262398,15.363,NP01,43.00 ,6100,
A20262399,20.600,NP01,43.00 ,6100,
A20262400,12.264,NP01,43.00 ,6100,
A20262401,66.814,NP01,43.00 ,6100,
A20262402,12.740,NP01,43.00 ,6150,
A20262403,16.376,NP01,43.00 ,4450,
A20262404,38.052,NP01,43.00 ,4900,
A20262405,37.992,NP01,43.00 ,4600,
A20262406,74.127,NP01,43.00 ,5400,
A20262407,14.913,NP01,43.00 ,4900,
A20262408,49.140,NP01,43.00 ,4900,
A20262409,31.580,NP01,43.00 ,7900,
A20262410,18.990,NP01,43.00 ,4901,
A20262411,49.140,NP01,43.00 ,4900,
A20262412,110.520,NP01,43.00 ,4900,
A20262413,104.500,NP01,43.00 ,6400,
A20262414,18.460,NP01,43.00 ,6400,
A20262415,24.352,NP01,43.00 ,7900,
A20262416,24.364,NP01,43.00 ,7900,
A20262417,86.088,NP01,43.00 ,7900,
A20262418,15.812,NP01,43.00 ,4900,
A20262419,24.948,NP01,43.00 ,4900,
A20262420,20.505,NP01,43.00 ,6360,
A20262421,8.316,NP01,43.00 ,6070,
A20262422,58.211,NP01,43.00 ,6140,
A20262423,28.945,NP01,43.00 ,6200,
A20262424,12.178,NP01,43.00 ,6200,
A20262425,42.940,NP01,43.00 ,5840,
A20262426,82.400,NP01,43.00 ,6100,
A20262427,12.360,NP01,43.00 ,7900,
A20262428,132.100,NP01,43.00 ,4900,
A20262429,62.025,NP01,43.00 ,6400,
A20262430,28.957,NP01,43.00 ,6400,
A20262431,23.793,NP01,43.00 ,6400,
A20262432,115.240,NP01,43.00 ,4900,
A20262433,45.229,NP01,43.00 ,6550,
A20262434,12.148,NP01,43.00 ,6550,
A20262435,86.331,NP01,43.00 ,6550,
A20262436,41.070,NP01,43.00 ,6250,
A20262437,40.974,NP01,43.00 ,6250,
A20262438,20.680,NP01,43.00 ,6650,
A20262439,65.700,NP01,43.00 ,6650,
A20262440,41.000,NP01,43.00 ,6650,
A20262441,34.119,NP01,43.00 ,6650,
A20262442,16.246,NP01,43.00 ,4700,
A20262443,7.578,NP01,43.00 ,6800,
A20262444,12.405,NP01,43.00 ,6400,
A20262445,12.312,NP01,43.00 ,6400,
A20262446,19.594,NP01,43.00 ,3900,
A20262447,50.386,NP01,43.00 ,4900,
A20262448,38.530,NP01,43.00 ,4900,
A20262449,38.526,NP01,43.00 ,4900,
A20262450,69.354,NP01,43.00 ,4900,
A20262451,53.534,NP01,43.00 ,10680,
A20262452,61.110,NP01,43.00 ,4700,
A20262453,25.368,NP01,43.00 ,4950,
A20262454,42.623,NP01,43.00 ,6100,
A20262455,9.960,NP01,43.00 ,6100,
A20262456,24.160,NP01,43.00 ,6100,
A20262457,25.358,NP01,43.00 ,6100,
A20262458,6.080,NP01,43.00 ,6100,
A20262459,24.364,NP01,43.00 ,6100,
A20262460,62.190,NP01,43.00 ,6100,
A20262461,63.631,NP01,43.00 ,5018,
A20262462,90.935,NP01,43.00 ,6100,
A20262463,35.725,NP01,43.00 ,6100,
A20262464,128.900,NP01,43.00 ,4900,
A20262465,128.910,NP01,43.00 ,5000,
A20262466,128.950,NP01,43.00 ,5000,
A20262467,128.920,NP01,43.00 ,5000,
A20262468,128.890,NP01,43.00 ,5100,
A20262469,24.934,NP01,43.00 ,5200,
A20262470,59.800,NP01,43.00 ,5200,
A20262471,12.178,NP01,43.00 ,6400,
A20262472,35.434,NP01,43.00 ,6400,
A20262473,17.986,NP01,43.00 ,6400,
A20262474,17.980,NP01,43.00 ,6400,
A20262475,11.946,NP01,43.00 ,6400,
A20262476,11.964,NP01,43.00 ,6400,
A20262477,41.930,NP01,43.00 ,6400,
A20262478,12.000,NP01,43.00 ,4900,
A20262479,11.974,NP01,43.00 ,4900,
A20262480,72.020,NP01,43.00 ,6400,
A20262481,30.066,NP01,43.00 ,4900,
A20262482,12.020,NP01,43.00 ,4900,
A20262483,42.006,NP01,43.00 ,4900,
A20262484,42.074,NP01,43.00 ,4900,
A20262485,11.986,NP01,43.00 ,4900,
A20262486,23.994,NP01,43.00 ,4900,
A20262487,12.000,NP01,43.00 ,6400,
A20262488,83.540,NP01,43.00 ,7750,
A20262489,63.614,NP01,43.00 ,7750,
A20262490,41.169,NP01,43.00 ,7750,
A20262491,7.546,NP01,43.00 ,7750,
A20262492,24.720,NP01,43.00 ,7750,
A20262493,20.316,NP01,43.00 ,7750,
A20262494,16.430,NP01,43.00 ,7750,
A20262495,94.770,NP01,43.00 ,7750,
A20262496,39.660,NP01,43.00 ,4900,
A20262497,31.738,NP01,43.00 ,4900,
A20262498,110.560,NP01,43.00 ,4900,
A20262499,126.180,NP01,43.00 ,7000,
A20262500,126.240,NP01,43.00 ,5900,
A20262501,79.108,NP01,43.00 ,4400,
A20262502,73.930,NP01,43.00 ,7000,
A20262503,115.060,NP01,43.00 ,7000,
A20262504,131.600,NP01,43.00 ,5900,
A20262505,115.220,NP01,43.00 ,7000,
A20262506,98.928,NP01,43.00 ,7000,
A20262507,98.934,NP01,43.00 ,7000,
A20262508,99.024,NP01,43.00 ,7000,
A20262509,16.516,NP01,43.00 ,7000,
A20262510,115.420,NP01,43.00 ,7000,
A20262511,12.172,NP01,43.00 ,5900,
A20262512,132.080,NP01,43.00 ,5900,
A20262513,132.040,NP01,43.00 ,5900,
A20262514,115.540,NP01,43.00 ,5900,
A20262515,90.618,NP01,43.00 ,5900,
A20262516,24.722,NP01,43.00 ,8050,
A20262517,115.700,NP01,43.00 ,8050,
A20262518,115.480,NP01,43.00 ,5900,
A20262519,28.889,NP01,43.00 ,4900,
A20262520,86.671,NP01,43.00 ,4900,
A20262521,131.820,NP01,43.00 ,4900,
A20262522,26.488,NP01,43.00 ,4900,
A20262523,24.670,NP01,43.00 ,4900,
A20262524,116.060,NP01,43.00 ,4900,
A20262525,7.540,NP01,43.00 ,4900,
A20262526,26.397,NP01,43.00 ,4900,
A20262527,31.905,NP01,43.00 ,4900,
A20262528,24.852,NP01,43.00 ,4900,
A20262529,69.710,NP01,43.00 ,6100,
A20262530,3.370,NP01,43.00 ,6100,
A20262531,32.776,NP01,43.00 ,6100,
A20262532,57.054,NP01,43.00 ,6100,
A20262533,38.178,NP01,43.00 ,6100,
A20262534,31.815,NP01,43.00 ,6100,
A20262535,85.387,NP01,43.00 ,6100,
A20262536,97.440,NP01,43.00 ,5060,
A20262537,36.273,NP01,43.00 ,5060,
A20262538,12.168,NP01,43.00 ,7240,
A20262539,12.187,NP01,43.00 ,6100,
A20262540,18.267,NP01,43.00 ,6100,
A20262541,12.178,NP01,43.00 ,6100,
A20262542,36.534,NP01,43.00 ,6100,
A20262543,24.336,NP01,43.00 ,4900,
A20262544,12.168,NP01,43.00 ,4900,
A20262545,36.500,NP01,43.00 ,4900,
A20262546,42.588,NP01,43.00 ,4900,
A20262547,12.560,NP01,43.00 ,5600,
A20262548,31.605,NP01,43.00 ,5600,
A20262549,24.328,NP01,43.00 ,11400,
A20262550,48.387,NP01,43.00 ,4900,
A20262551,60.480,NP01,43.00 ,4900,
A20262552,28.952,NP01,43.00 ,8280,
A20262553,133.311,NP01,43.00 ,8280,
A20262554,18.276,NP01,43.00 ,4900,
A20262555,36.575,NP01,43.00 ,4900,
A20262556,12.192,NP01,43.00 ,4900,
A20262557,36.229,NP01,43.00 ,4900,
A20262558,15.162,NP01,43.00 ,4900,
A20262559,31.496,NP01,43.00 ,4500,
A20262560,11.960,NP01,43.00 ,4500,
A20262561,23.993,NP01,43.00 ,4700,
A20262562,23.967,NP01,43.00 ,4900,
A20262563,35.960,NP01,43.00 ,5150,
A20262564,11.986,NP01,43.00 ,4900,
A20262565,17.960,NP01,43.00 ,5360,
A20262566,11.946,NP01,43.00 ,8230,
A20262567,77.874,NP01,43.00 ,11050,
A20262568,65.666,NP01,43.00 ,8400,
A20262569,71.693,NP01,43.00 ,6780,
A20262570,12.026,NP01,43.00 ,7960,
A20262571,30.021,NP01,43.00 ,6840,
A20262572,54.033,NP01,43.00 ,9000,
A20262573,11.960,NP01,43.00 ,8900,
A20262574,42.020,NP01,43.00 ,6400,
A20262575,6.013,NP01,43.00 ,4900,
A20262576,30.027,NP01,43.00 ,4900,
A20262577,12.010,NP01,43.00 ,4900,
A20262578,30.010,NP01,43.00 ,4900,
