订单号,订单重量,钢种,规格,定尺长度
B20277301,59.933,GC-7,52,7000
B20277302,145.952,GC-7,52,6100
B20277303,56.235,GC-7,52,4900
B20277304,140.481,GC-7,52,4900
B20277305,34.76,GC-7,52,5900
B20277306,32.988,GC-7,52,4900
B20277307,21.642,GC-7,52,4900
B20277308,49.544,GC-7,52,6100
B20277309,69.332,GC-7,52,7750
B20277310,26.45,GC-7,52,4900
B20277311,50.349,GC-7,52,5000
B20277312,45.535,GC-7,52,5200
B20277313,22.281,GC-7,52,5600
B20277314,25.756,GC-7,52,6800
B20277315,32.222,GC-7,52,4900
B20277316,16.671,GC-7,52,7750
B20277317,41.763,GC-7,52,5900
B20277318,42.773,GC-7,52,5200
B20277319,46.111,GC-7,52,4900
B20277320,66.102,GC-7,52,4900
B20277321,27.477,GC-7,52,7750
B20277322,70.596,GC-7,52,5060
B20277323,33.64,GC-7,52,5900
B20277324,46.583,GC-7,52,4900
B20277325,109.691,GC-7,52,4900
B20277326,17.216,GC-7,52,10680
B20277327,45.13,GC-7,52,5000
B20277328,24.247,GC-7,52,7000
B20277329,35.665,GC-7,52,4900
B20277330,26.122,GC-7,52,11400
B20277331,56.394,GC-7,52,7750
B20277332,57.965,GC-7,52,6100
B20277333,47.014,GC-7,52,6100
B20277334,61.218,GC-7,52,6100
B20277335,59.779,GC-7,52,5900
B20277336,58.101,GC-7,52,7000
B20277337,124.075,GC-7,52,6100
B20277338,44.756,GC-7,52,7000
B20277339,35.988,GC-7,52,4900
B20277340,29.236,GC-7,52,7750
B20277341,44.659,GC-7,52,5000
B20277342,42.403,GC-7,52,7000
B20277343,29.205,GC-7,52,4900
B20277344,19.977,GC-7,52,5900
B20277345,20.132,GC-7,52,5900
B20277346,41.291,GC-7,52,7000
B20277347,42.078,GC-7,52,7240
B20277348,65.666,GC-7,52,4900
B20277349,16.264,GC-7,52,7750
B20277350,34.907,GC-7,52,5900
B20277351,38.768,GC-7,52,7000
B20277352,45.671,GC-7,52,5200
B20277353,69.553,GC-7,52,6100
B20277354,101.719,GC-7,52,6400
B20277355,27.271,GC-7,52,11400
B20277356,59.211,GC-7,52,6100
B20277357,48.823,GC-7,52,5100
B20277358,24.487,GC-7,52,4950
B20277359,87.556,GC-7,52,4900
B20277360,25.981,GC-7,52,4900
B20277361,23.661,GC-7,52,7000
B20277362,15.359,GC-7,52,4900
B20277363,44.241,GC-7,52,5200
B20277364,23.263,GC-7,52,4900
B20277365,38.397,GC-7,52,6400
B20277366,21.551,GC-7,52,6100
B20277367,58.604,GC-7,52,7750
B20277368,31.319,GC-7,52,5060
B20277369,128.485,GC-7,52,4900
B20277370,50.677,GC-7,52,4900
B20277371,56.596,GC-7,52,7000
B20277372,21.969,GC-7,52,3900
B20277373,112.483,GC-7,52,5600
B20277374,27.069,GC-7,52,6100
B20277375,47.174,GC-7,52,5000
B20277376,29.298,GC-7,52,4400
B20277377,30.894,GC-7,52,6100
B20277378,44.916,GC-7,52,4900
B20277379,16.189,GC-7,52,6100
B20277380,29.256,GC-7,52,7750
B20277381,25.504,GC-7,52,4900
B20277382,132.559,GC-7,52,6100
B20277383,22.791,GC-7,52,4900
B20277384,46.197,GC-7,52,7000
B20277385,46.245,GC-7,52,6100
B20277386,29.937,GC-7,52,4900
B20277387,44.809,GC-7,52,7000
B20277388,66.89,GC-7,52,7000
B20277389,46.67,GC-7,52,4900
B20277390,102.965,GC-7,52,3900
B20277391,23.849,GC-7,52,4900
B20277392,61.983,GC-7,52,7000
B20277393,16.149,GC-7,52,4900
B20277394,34.328,GC-7,52,5900
B20277395,43.225,GC-7,52,5000
B20277396,20.644,GC-7,52,6100
B20277397,48.989,GC-7,52,6100
B20277398,148.955,GC-7,52,6100
B20277399,65.767,GC-7,52,7750
B20277400,28.66,GC-7,52,4900
B20277401,27.469,GC-7,52,7750
B20277402,124.389,GC-7,52,4900
B20277403,31.586,GC-7,52,5060
B20277404,15.58,GC-7,52,5000
B20277405,126.972,GC-7,52,6100
B20277406,119.657,GC-7,52,6100
B20277407,85.366,GC-7,52,4700
B20277408,100.085,GC-7,52,3900
B20277409,124.16,GC-7,52,6400
B20277410,43.807,GC-7,52,6100
B20277411,71.799,GC-7,52,5900
B20277412,35.076,GC-7,52,6400
B20277413,34.11,GC-7,52,4900
B20277414,55.145,GC-7,52,6400
B20277415,122.822,GC-7,52,4900
B20277416,42.336,GC-7,52,7000
B20277417,36.295,GC-7,52,4900
B20277418,25.809,GC-7,52,6800
B20277419,38.524,GC-7,52,5900
B20277420,61.259,GC-7,52,7000
B20277421,127.729,GC-7,52,6400
B20277422,40.772,GC-7,52,7000
B20277423,43.131,GC-7,52,3900
B20277424,104.899,GC-7,52,3900
B20277425,29.545,GC-7,52,5060
B20277426,49.789,GC-7,52,5000
B20277427,47.408,GC-7,52,4900
B20277428,25.881,GC-7,52,4900
B20277429,65.606,GC-7,52,7750
B20277430,34.313,GC-7,52,10680
B20277431,21.814,GC-7,52,4900
B20277432,39.114,GC-7,52,6400
B20277433,34.16,GC-7,52,4900
B20277434,69.005,GC-7,52,5900
B20277435,21.981,GC-7,52,8050
B20277436,22.702,GC-7,52,8050
B20277437,64.44,GC-7,52,7000
B20277438,59.947,GC-7,52,7750
B20277439,143.39,GC-7,52,7000
B20277440,44.497,GC-7,52,5000
B20277441,47.035,GC-7,52,6100
B20277442,56.682,GC-7,52,7750
B20277443,105.207,GC-7,52,3900
B20277444,65.487,GC-7,52,6100
B20277445,21.185,GC-7,52,5900
B20277446,28.154,GC-7,52,4900
B20277447,21.262,GC-7,52,8050
B20277448,26.073,GC-7,52,4950
B20277449,47.535,GC-7,52,5000
B20277450,57.509,GC-7,52,7000
B20277451,56.69,GC-7,52,4900
B20277452,102.131,GC-7,52,5018
B20277453,125.474,GC-7,52,6100
B20277454,23.227,GC-7,52,10680
B20277455,105.45,GC-7,52,3900
B20277456,29.92,GC-7,52,4900
B20277457,34.833,GC-7,52,5900
B20277458,62.002,GC-7,52,6400
B20277459,29.569,GC-7,52,4900
B20277460,59.375,GC-7,52,6100
B20277461,27.168,GC-7,52,7000
B20277462,34.581,GC-7,52,4900
B20277463,22.839,GC-7,52,8050
B20277464,37.106,GC-7,52,6400
B20277465,16.451,GC-7,52,4900
B20277466,60.241,GC-7,52,6100
B20277467,28.51,GC-7,52,7750
B20277468,46.909,GC-7,52,5200
B20277469,39.376,GC-7,52,5900
B20277470,38.46,GC-7,52,5900
B20277471,25.817,GC-7,52,4900
B20277472,31.588,GC-7,52,4900
B20277473,33.206,GC-7,52,4900
B20277474,46.988,GC-7,52,4900
B20277475,141.299,GC-7,52,4900
B20277476,41.955,GC-7,52,6800
B20277477,51.37,GC-7,52,5100
B20277478,95.956,GC-7,52,5018
B20277479,115.115,GC-7,52,4900
B20277480,92.114,GC-7,52,7750
B20277481,33.359,GC-7,52,5900
B20277482,139.271,GC-7,52,7750
B20277483,23.592,GC-7,52,4900
B20277484,40.473,GC-7,52,7000
B20277485,39.533,GC-7,52,5060
B20277486,28.175,GC-7,52,7750
B20277487,43.295,GC-7,52,7000
B20277488,34.025,GC-7,52,6400
B20277489,23.825,GC-7,52,6400
B20277490,54.799,GC-7,52,4900
B20277491,22.395,GC-7,52,5900
B20277492,27.479,GC-7,52,11400
B20277493,23.127,GC-7,52,7000
B20277494,28.182,GC-7,52,7750
B20277495,22.774,GC-7,52,4900
B20277496,121.002,GC-7,52,4700
B20277497,31.602,GC-9,36,4901
B20277498,24.983,GC-9,36,4901
B20277499,55.667,GC-9,36,4900
B20277500,42.946,GC-9,36,4900
B20277501,36.178,GC-9,36,6400
B20277502,27.709,GC-9,36,4940
B20277503,29.308,GC-9,36,4900
B20277504,133.305,GC-9,36,4901
B20277505,24.387,GC-9,36,4901
B20277506,28.228,GC-9,36,5300
B20277507,72.919,GC-9,36,4900
B20277508,23.229,GC-9,36,4900
B20277509,57.405,GC-9,36,4901
B20277510,55.512,GC-9,36,4900
B20277511,21.166,GC-9,36,4901
B20277512,20.496,GC-9,36,5220
B20277513,91.951,GC-9,36,4900
B20277514,34.624,GC-9,36,5400
B20277515,29.125,GC-9,36,4780
B20277516,47.225,GC-9,36,6540
B20277517,28.59,GC-9,36,4901
B20277518,55.526,GC-9,36,5400
B20277519,36.045,GC-9,36,6400
B20277520,35.485,GC-9,36,5400
B20277521,29.085,GC-9,36,4901
B20277522,36.239,GC-9,36,5400
B20277523,28.946,GC-9,36,4780
B20277524,30.295,GC-9,36,4901
B20277525,29.249,GC-9,36,4900
B20277526,48.898,GC-9,36,6400
B20277527,39.802,GC-9,36,5080
B20277528,25.127,GC-9,36,4901
B20277529,30.243,GC-9,36,4780
B20277530,39.439,GC-9,36,4900
B20277531,45.431,GC-9,36,4900
B20277532,28.894,GC-9,36,6350
B20277533,25.926,GC-9,36,4900
B20277534,53.157,GC-9,36,5330
B20277535,108.912,GC-9,36,4901
B20277536,41.263,GC-9,36,4900
B20277537,97.415,GC-9,36,6400
B20277538,52.553,GC-9,36,5330
B20277539,144.744,GC-9,36,5000
B20277540,70.192,GC-9,36,4940
B20277541,20.35,GC-9,36,4700
B20277542,108.583,GC-9,36,4901
B20277543,27.138,GC-9,36,4900
B20277544,21.997,GC-9,36,6400
B20277545,15.771,GC-9,36,4900
B20277546,47.152,GC-9,36,4900
B20277547,50.016,GC-9,36,10900
B20277548,90.977,GC-9,36,4900
B20277549,18.569,GC-9,36,6400
B20277550,46.661,GC-9,36,4900
B20277551,26.2,GC-9,36,7000
B20277552,19.136,GC-9,36,6400
B20277553,62.806,GC-9,36,4901
B20277554,20.345,GC-9,36,5900
B20277555,25.233,GC-9,36,4900
B20277556,28.583,GC-9,36,4900
B20277557,26.286,GC-9,36,4780
B20277558,14.864,GC-9,36,4525
B20277559,37.176,GC-9,36,4900
B20277560,35.312,GC-9,36,6400
B20277561,57.189,GC-9,36,4900
B20277562,73.089,GC-9,36,4901
B20277563,28.328,GC-9,36,6100
B20277564,38.611,GC-9,36,6400
B20277565,28.404,GC-9,36,4900
B20277566,28.667,GC-9,36,4900
B20277567,28.282,GC-9,36,6100
B20277568,139.197,GC-9,36,5000
B20277569,76.924,GC-9,36,4750
B20277570,29.94,GC-9,36,4900
B20277571,137.377,GC-9,36,5000
B20277572,38.912,GC-9,36,4900
B20277573,15.909,GC-9,36,6400
B20277574,87.665,GC-9,36,4900
B20277575,51.617,GC-9,36,4900
B20277576,73.801,GC-9,36,4940
B20277577,27.62,GC-9,36,4900
B20277578,26.423,GC-9,36,4900
B20277579,53.852,GC-9,36,7000
B20277580,127.825,GC-9,36,6400
B20277581,31.292,GC-9,36,5700
B20277582,48.956,GC-9,36,10900
B20277583,44.511,GC-9,36,4900
B20277584,18.556,GC-9,36,6400
B20277585,42.545,GC-9,36,4900
B20277586,28.883,GC-9,36,4900
B20277587,29.636,GC-9,36,4900
B20277588,37.674,GC-9,36,4901
B20277589,72.168,GC-9,36,7000
B20277590,28.263,GC-9,36,4900
B20277591,28.216,GC-9,36,5300
B20277592,30.204,GC-9,36,4900
B20277593,93.369,GC-9,36,4900
B20277594,41.828,GC-9,36,4900
B20277595,23.104,GC-9,36,4901
B20277596,22.695,GC-9,36,4900
B20277597,31.181,GC-9,36,4950
B20277598,15.691,GC-9,36,4525
B20277599,20.467,GC-9,36,4900
B20277600,30.797,GC-9,36,5700
B20277601,21.325,GC-9,36,5700
B20277602,28.178,GC-9,36,4900
B20277603,43.517,GC-9,36,4900
B20277604,99.413,GC-9,36,6400
B20277605,42.145,GC-9,36,5080
B20277606,30.096,GC-9,36,6400
B20277607,28.85,GC-9,36,4900
B20277608,47.487,GC-9,36,6400
B20277609,15.878,GC-9,36,6400
B20277610,28.393,GC-9,36,4900
B20277611,46.078,GC-9,36,4900
B20277612,36.259,GC-9,36,5970
B20277613,96.667,GC-9,36,6400
B20277614,21.692,GC-9,36,5995
B20277615,36.424,GC-9,36,6400
B20277616,49.496,GC-9,36,4900
B20277617,36.182,GC-9,36,5400
B20277618,50.645,GC-9,36,4900
B20277619,29.457,GC-9,36,4900
B20277620,30.673,GC-9,36,4900
B20277621,22.475,GC-9,36,4901
B20277622,121.714,GC-9,36,6400
B20277623,24.32,GC-9,36,4750
B20277624,40.162,GC-9,36,4900
B20277625,38.615,GC-9,36,4900
B20277626,29.042,GC-9,36,6400
B20277627,21.541,GC-9,36,4901
B20277628,30.006,GC-9,36,6400
B20277629,38.742,GC-9,36,4900
B20277630,36.215,GC-9,36,5970
B20277631,27.139,GC-9,36,4900
B20277632,25.7,GC-9,36,4900
B20277633,27.816,GC-9,36,6100
B20277634,32.202,GC-9,36,5300
B20277635,20.571,GC-9,36,5220
B20277636,67.79,GC-9,36,4901
B20277637,27.438,GC-9,36,4900
B20277638,51.789,GC-9,36,10900
B20277639,22.989,GC-9,36,5080
B20277640,22.844,GC-9,36,4900
B20277641,54.593,GC-9,36,4901
B20277642,39.954,GC-9,36,4900
B20277643,22.21,GC-9,36,5080
B20277644,120.107,GC-9,36,7000
B20277645,29.398,GC-9,36,4901
B20277646,26.936,GC-9,36,4900
B20277647,38.867,GC-9,36,4900
B20277648,18.663,GC-9,36,4900
B20277649,32.19,GC-9,36,5900
B20277650,29.227,GC-9,36,4900
B20277651,27.526,GC-9,36,4900
B20277652,18.59,GC-9,36,4900
B20277653,45.24,GC-9,36,4900
B20277654,44.398,GC-9,36,4900
B20277655,34.895,GC-9,36,6401
B20277656,26.054,GC-9,36,6350
B20277657,27.545,GC-9,36,4900
B20277658,21.986,GC-9,36,4901
B20277659,25.981,GC-9,36,4901
B20277660,47.227,GC-9,36,4900
B20277661,94.27,GC-9,36,4700
B20277662,28.504,GC-9,36,4900
B20277663,25.321,GC-9,36,4901
B20277664,30.371,GC-9,36,6400
B20277665,30.46,GC-9,36,4900
B20277666,26.496,GC-9,36,4901
B20277667,101.283,GC-9,36,5970
B20277668,20.473,GC-9,36,5900
B20277669,28.148,GC-9,36,4900
B20277670,25.45,GC-9,36,4525
B20277671,47.823,GC-9,36,6400
B20277672,46.83,GC-9,36,4900
B20277673,70.438,GC-9,36,4901
B20277674,26.996,GC-9,36,4900
B20277675,28.163,GC-9,36,5300
B20277676,24.602,GC-9,36,6100
B20277677,22.559,GC-9,36,4900
B20277678,45.313,GC-9,36,5330
B20277679,97.318,GC-9,36,6400
B20277680,50.844,GC-9,36,10900
B20277681,31.008,GC-9,36,4900
B20277682,28.818,GC-9,36,4900
B20277683,24.545,GC-9,36,4750
B20277684,136.077,GC-9,36,5000
B20277685,20.236,GC-9,36,5900
B20277686,47.032,GC-9,36,4900
B20277687,27.604,GC-9,36,4900
B20277688,22.237,GC-9,36,4900
B20277689,43.614,GC-9,36,4900
B20277690,28.067,GC-9,36,4900
B20277691,15.698,GC-9,36,4525
B20277692,37.154,GC-9,36,6400
B20277693,25.364,GC-9,36,4901
B20277694,22.416,GC-9,36,4900
B20277695,21.372,GC-9,36,4900
B20277696,75.71,GC-9,36,7000
B20277697,70.04,GC-9,36,4950
B20277698,18.432,GC-9,36,4900
B20277699,23.185,GC-9,36,4900
B20277700,22.212,GC-9,36,4900
B20277701,123.814,GC-9,36,5080
B20277702,48.802,GC-9,36,10900
B20277703,23.769,GC-9,36,5330
B20277704,27.085,GC-9,36,4900
B20277705,26.25,UE503,38,4901
B20277706,25.014,UE503,38,5000
B20277707,43.394,UE503,38,6400
B20277708,39.406,UE503,38,4900
B20277709,61.192,UE503,38,4901
B20277710,48.324,UE503,38,4900
B20277711,90.308,UE503,38,4900
B20277712,51.876,UE503,38,6500
B20277713,43.352,UE503,38,4900
B20277714,21.26,UE503,38,5995
B20277715,38.857,UE503,38,6100
B20277716,27.125,UE503,38,6140
B20277717,27.244,UE503,38,4900
B20277718,53.511,UE503,38,4930
B20277719,89.195,UE503,38,4900
B20277720,28.311,UE503,38,7001
B20277721,41.358,UE503,38,4795
B20277722,55.714,UE503,38,4900
B20277723,96.69,UE503,38,4901
B20277724,24.233,UE503,38,4900
B20277725,57.273,UE503,38,4900
B20277726,127.447,UE503,38,4901
B20277727,88.11,UE503,38,5980
B20277728,49.296,UE503,38,4901
B20277729,53.246,UE503,38,4930
B20277730,23.232,UE503,38,10000
B20277731,20.991,UE503,38,4900
B20277732,40.485,UE503,38,6100
B20277733,21.522,UE503,38,4901
B20277734,26.924,UE503,38,5000
B20277735,29.431,UE503,38,7001
B20277736,54.357,UE503,38,4900
B20277737,55.055,UE503,38,4900
B20277738,45.321,UE503,38,4900
B20277739,29.382,UE503,38,4900
B20277740,125.705,UE503,38,4901
B20277741,131.775,UE503,38,4860
B20277742,39.656,UE503,38,4900
B20277743,26.997,UE503,38,4900
B20277744,70.04,UE503,38,4901
B20277745,84.9,UE503,38,5010
B20277746,22.155,UE503,38,10000
B20277747,44.499,UE503,38,6450
B20277748,56.047,UE503,38,4900
B20277749,42.246,UE503,38,4901
B20277750,38.902,UE503,38,5840
B20277751,27.523,UE503,38,4900
B20277752,142.628,UE503,38,4901
B20277753,34.045,UE503,38,4900
B20277754,94.207,UE503,38,7000
B20277755,40.294,UE503,38,4930
B20277756,123.015,UE503,38,5995
B20277757,141.671,UE503,38,5980
B20277758,71.841,UE503,38,4901
B20277759,41.406,UE503,38,4900
B20277760,43.296,UE503,38,6400
B20277761,41.257,UE503,38,4900
B20277762,22.326,UE503,38,4901
B20277763,129.045,UE503,38,4901
B20277764,73.725,UE503,38,4901
B20277765,95.235,UE503,38,6140
B20277766,68.656,UE503,38,5995
B20277767,60.748,UE503,38,4900
B20277768,28.672,UE503,38,6140
B20277769,41.4,UE503,38,4930
B20277770,42.926,UE503,38,6900
B20277771,27.424,UE503,38,4900
B20277772,33.317,UE503,38,5010
B20277773,23.274,UE503,38,4900
B20277774,25.328,UE503,38,4795
B20277775,42.081,UE503,38,4900
B20277776,22.945,UE503,38,7001
B20277777,51.703,UE503,38,5995
B20277778,23.105,UE503,38,4901
B20277779,42.432,UE503,38,4900
B20277780,130.706,UE503,38,4901
B20277781,22.454,UE503,38,4900
B20277782,43.571,UE503,38,4850
B20277783,131.605,UE503,38,4901
B20277784,142.701,UE503,38,4901
B20277785,130.131,UE503,38,4901
B20277786,22.417,UE503,38,7001
B20277787,42.254,UE503,38,6100
B20277788,94.282,UE503,38,5000
B20277789,21.263,UE503,38,7001
B20277790,39.853,UE503,38,6400
B20277791,96.997,UE503,38,4901
B20277792,45.164,UE503,38,4850
B20277793,72.868,UE503,38,4901
B20277794,33.458,UE503,38,4940
B20277795,64.381,UE503,38,4900
B20277796,145.36,UE503,38,4901
B20277797,39.979,UE503,38,6100
B20277798,22.298,UE503,38,7000
B20277799,58.799,UE503,38,4900
B20277800,77.502,UE503,38,4901
B20277801,82.384,UE503,38,6100
B20277802,21.714,UE503,38,4901
B20277803,35.922,UE503,38,4900
B20277804,29.544,UE503,38,4901
B20277805,21.737,UE503,38,6000
B20277806,74.983,UE503,38,4901
B20277807,44.907,UE503,38,6400
B20277808,21.953,UE503,38,4900
B20277809,44.165,UE503,38,6450
B20277810,90.285,UE503,38,5000
B20277811,21.463,UE503,38,6900
B20277812,22.347,UE503,38,6100
B20277813,39.708,UE503,38,4850
B20277814,27.488,UE503,38,7000
B20277815,35.22,UE503,38,4940
B20277816,49.084,UE503,38,5000
B20277817,119.867,UE503,38,5000
B20277818,30.284,UE503,38,4901
B20277819,59.977,UE503,38,4900
B20277820,21.797,UE503,38,7001
B20277821,33.498,UE503,38,4940
B20277822,146.971,UE503,38,4901
B20277823,142.881,UE503,38,4901
B20277824,70.409,UE503,38,4901
B20277825,92.786,UE503,38,5980
B20277826,42.108,UE503,38,4900
B20277827,57.709,UE503,38,4900
B20277828,90.903,UE503,38,4901
B20277829,52.977,UE503,38,7001
B20277830,23.39,UE503,38,4901
B20277831,22.112,UE503,38,10000
B20277832,23.376,UE503,38,4900
B20277833,23.351,UE503,38,4901
B20277834,45.539,UE503,38,5000
B20277835,22.384,UE503,38,7000
B20277836,33.334,UE503,38,4700
B20277837,25.572,UE503,38,7001
B20277838,12.401,UE503,38,4900
B20277839,40.147,UE503,38,4900
B20277840,88.516,UE503,38,4901
B20277841,45.043,UE503,38,5010
B20277842,70.807,UE503,38,4901
B20277843,89.599,UE503,38,5980
B20277844,39.721,UE503,38,4860
B20277845,63.025,UE503,38,4900
B20277846,21.971,UE503,38,4900
B20277847,33.716,UE503,38,4700
B20277848,22.623,UE503,38,4900
B20277849,41.123,UE503,38,4900
B20277850,22.916,UE503,38,4900
B20277851,39.723,UE503,38,4900
B20277852,35.361,UE503,38,4700
B20277853,149.346,UE503,38,4901
B20277854,90.781,UE503,38,4901
B20277855,29.412,UE503,38,6900
B20277856,43.567,UE503,38,6450
B20277857,138.546,UE503,38,4900
B20277858,23.532,UE503,38,4901
B20277859,25.974,UE503,38,4900
B20277860,39.787,UE503,38,4901
B20277861,29.744,UE503,38,4900
B20277862,22.082,UE503,38,10000
B20277863,87.761,UE503,38,5000
B20277864,147.993,UE503,38,4901
B20277865,34.508,UE503,38,6900
B20277866,23.137,UE503,38,4900
B20277867,74.6,UE503,38,4901
B20277868,61.384,UE503,38,4900
B20277869,31.73,UE503,38,4901
B20277870,53.874,UE503,38,7001
B20277871,23.045,UE503,38,4901
B20277872,21.393,UE503,38,4901
B20277873,24.215,UE503,38,5000
B20277874,59.495,UE503,38,4900
B20277875,44.46,UE503,38,4900
B20277876,49.186,UE503,38,4860
B20277877,27.375,UE503,38,4900
B20277878,56.228,UE503,38,4900
B20277879,44.451,UE503,38,4900
B20277880,94.453,UE503,38,7000
B20277881,145.812,UE503,38,4901
B20277882,21.956,UE503,38,4900
B20277883,71.139,UE503,38,5995
B20277884,39.616,UE503,38,6400
B20277885,22.567,UE503,38,4901
B20277886,74.006,UE503,38,4901
B20277887,23.019,UE503,38,6400
B20277888,72.541,UE503,38,6550
B20277889,41.877,UE503,38,4850
B20277890,59.72,UE503,38,7900
B20277891,89.176,UE503,38,4901
B20277892,85.825,UE503,38,6500
B20277893,23.218,UE503,38,7001
B20277894,92.374,UE503,38,4901
B20277895,77.494,UE503,38,5995
B20277896,22.378,UE503,38,4900
B20277897,40.769,UE503,38,5010
B20277898,33.129,UE503,38,5010
B20277899,32.773,UE503,38,7000
B20277900,22.924,UE503,38,6400
B20277901,57.937,UE503,38,7900
B20277902,22.433,UE503,38,4950
B20277903,25.454,UE503,38,5000
B20277904,21.783,UE503,38,7001
B20277905,81.967,UE503,38,6500
B20277906,79.29,UE503,38,5010
B20277907,20.715,GC-10,46,5530
B20277908,23.634,GC-10,46,4815
B20277909,16.842,GC-10,46,4795
B20277910,34.222,GC-10,46,6400
B20277911,48.867,GC-10,46,6600
B20277912,55.755,GC-10,46,5300
B20277913,42.678,GC-10,46,4700
B20277914,79.748,GC-10,46,7400
B20277915,21.599,GC-10,46,4900
B20277916,40.704,GC-10,46,4900
B20277917,34.285,GC-10,46,4900
B20277918,12.652,GC-10,46,10500
B20277919,45.464,GC-10,46,4900
B20277920,37.808,GC-10,46,7000
B20277921,20.864,GC-10,46,9520
B20277922,43.877,GC-10,46,4900
B20277923,94.279,GC-10,46,4900
B20277924,111.31,GC-10,46,4900
B20277925,71.841,GC-10,46,4900
B20277926,39.817,GC-10,46,4900
B20277927,20.092,GC-10,46,6300
B20277928,39.947,GC-10,46,4900
B20277929,40.88,GC-10,46,4900
B20277930,22.85,GC-10,46,9540
B20277931,96.633,GC-10,46,4900
B20277932,52.722,GC-10,46,5200
B20277933,21.635,GC-10,46,4900
B20277934,43.613,GC-10,46,4900
B20277935,107.804,GC-10,46,4900
B20277936,62.563,GC-10,46,6400
B20277937,42.691,GC-10,46,4900
B20277938,21.788,GC-10,46,4400
B20277939,40.525,GC-10,46,7000
B20277940,40.448,GC-10,46,4900
B20277941,20.202,GC-10,46,7900
B20277942,58.721,GC-10,46,11540
B20277943,21.76,GC-10,46,6400
B20277944,77.151,GC-10,46,4900
B20277945,54.506,GC-10,46,11540
B20277946,140.862,GC-10,46,5800
B20277947,21.665,GC-10,46,4630
B20277948,46.887,GC-10,46,7000
B20277949,39.515,GC-10,46,4900
B20277950,42.051,GC-10,46,10500
B20277951,96.053,GC-10,46,6300
B20277952,73.197,GC-10,46,4900
B20277953,40.346,GC-10,46,7900
B20277954,23.299,GC-10,46,6600
B20277955,19.985,GC-10,46,6300
B20277956,44.604,GC-10,46,6250
B20277957,37.213,GC-10,46,4930
B20277958,12.454,GC-10,46,4900
B20277959,23.348,GC-10,46,4900
B20277960,142.756,GC-10,46,5800
B20277961,77.165,GC-10,46,4900
B20277962,29.692,GC-10,46,7900
B20277963,39.704,GC-10,46,4900
B20277964,22.537,GC-10,46,6600
B20277965,55.549,GC-10,46,5200
B20277966,21.816,GC-10,46,4630
B20277967,18.863,GC-10,46,6300
B20277968,105.097,GC-10,46,5530
B20277969,22.287,GC-10,46,6250
B20277970,59.885,GC-10,46,4900
B20277971,49.382,GC-10,46,9540
B20277972,41.945,GC-10,46,4900
B20277973,22.256,GC-10,46,4630
B20277974,27.093,GC-10,46,4900
B20277975,44.556,GC-10,46,4400
B20277976,48.604,GC-10,46,7400
B20277977,53.862,GC-10,46,9540
B20277978,26.544,GC-10,46,4795
B20277979,47.332,GC-10,46,4900
B20277980,89.528,GC-10,46,4400
B20277981,56.028,GC-10,46,5200
B20277982,19.538,GC-10,46,6300
B20277983,59.294,GC-10,46,4900
B20277984,48.911,GC-10,46,9520
B20277985,22.697,GC-10,46,4400
B20277986,19.283,GC-10,46,4900
B20277987,41.832,GC-10,46,4400
B20277988,32.239,GC-10,46,4400
B20277989,69.218,GC-10,46,6400
B20277990,119.469,GC-10,46,8650
B20277991,35.397,GC-10,46,4900
B20277992,39.375,GC-10,46,5300
B20277993,23.482,GC-10,46,4900
B20277994,65.613,GC-10,46,6400
B20277995,47.475,GC-10,46,4900
B20277996,22.323,GC-10,46,9540
B20277997,37.982,GC-10,46,4940
B20277998,93.215,GC-10,46,6300
B20277999,75.212,GC-10,46,4400
B20278000,32.109,GC-10,46,4400
B20278001,17.031,GC-10,46,6600
B20278002,37.899,GC-10,46,4930
B20278003,51.757,GC-10,46,5200
B20278004,43.272,GC-10,46,10500
B20278005,46.329,GC-10,46,4815
B20278006,73.13,GC-10,46,6400
B20278007,19.185,GC-10,46,6400
B20278008,44.344,GC-10,46,6250
B20278009,42.721,GC-10,46,5300
B20278010,61.097,GC-10,46,6400
B20278011,80.066,GC-10,46,4930
B20278012,115.402,GC-10,46,8650
B20278013,61.629,GC-10,46,4940
B20278014,87.57,GC-10,46,6400
B20278015,63.662,GC-10,46,4940
B20278016,53.666,GC-10,46,5200
B20278017,33.913,GC-10,46,4900
B20278018,41.371,GC-10,46,4900
B20278019,21.442,GC-10,46,6400
B20278020,21.067,GC-10,46,5530
B20278021,73.34,GC-10,46,6400
B20278022,91.923,GC-10,46,6300
B20278023,70.543,GC-10,46,4400
B20278024,47.434,GC-10,46,9520
B20278025,22.408,GC-10,46,6400
B20278026,27.558,GC-10,46,10500
B20278027,41.584,GC-10,46,7000
B20278028,30.046,GC-10,46,4400
B20278029,76.56,GC-10,46,4900
B20278030,57.443,GC-10,46,4400
B20278031,24.261,GC-10,46,9540
B20278032,22.369,GC-10,46,4400
B20278033,40.139,GC-10,46,7000
B20278034,69.395,GC-10,46,6400
B20278035,98.756,GC-10,46,11540
B20278036,29.598,GC-10,46,7400
B20278037,56.386,GC-10,46,11540
B20278038,34.255,GC-10,46,4900
B20278039,29.4,GC-10,46,4900
B20278040,46.956,GC-10,46,9540
B20278041,18.825,GC-10,46,6300
B20278042,56.116,GC-10,46,5300
B20278043,24.385,GC-10,46,6400
B20278044,32.025,GC-10,46,4400
B20278045,24.896,GC-10,46,10860
B20278046,125.038,GC-10,46,4900
